Index,ex_scene_encode,ex_scene_size,ex_object_encode,ex_object_size,ex_target_pos,ex_condition_encode,ex_lure,ex_lure_size,ex_lure_pos,ex_new,ex_new_scene_size,jitter_ITI,thisN,thisTrialN,thisRepN,slider_example.response,slider_example.rt,key_ex_rate.keys,key_ex_rate.rt,key_ex_rate.duration,Scene,Scene_Size,Condition_Encode,Object_Encode,Object_Size,Condition_Old,Correct_Key_Old,Obj_Lure,Lure_size,Target_pos,Lure_pos,Correct_key_AFC,slider_cong.response,slider_cong.rt,key_rate.keys,key_rate.rt,key_rate.duration,ex_scene_old_new,scene_size,condition_encode,key_ex_old.keys,key_ex_old.rt,key_ex_old.duration,key_item.keys,key_item.corr,key_item.rt,key_item.duration,key_ex_2AFC.keys,key_ex_2AFC.rt,key_ex_2AFC.duration,key_2AFC.keys,key_2AFC.corr,key_2AFC.rt,key_2AFC.duration,exemplo_PAL.thisRepN,exemplo_PAL.thisTrialN,exemplo_PAL.thisN,exemplo_PAL.thisIndex,trial_encode.thisRepN,trial_encode.thisTrialN,trial_encode.thisN,trial_encode.thisIndex,trial_ex_old.thisRepN,trial_ex_old.thisTrialN,trial_ex_old.thisN,trial_ex_old.thisIndex,trial_item.thisRepN,trial_item.thisTrialN,trial_item.thisN,trial_item.thisIndex,trial_ex_2AFC.thisRepN,trial_ex_2AFC.thisTrialN,trial_ex_2AFC.thisN,trial_ex_2AFC.thisIndex,trial_asso.thisRepN,trial_asso.thisTrialN,trial_asso.thisN,trial_asso.thisIndex,thisRow.t,notes,Welcome.started,text_hi.started,key_welcome.started,Welcome.stopped,Explanation_PAL.started,text_Explain_PAL.started,key_explain_PAL.started,Explanation_PAL.stopped,Explain_Rating.started,text_explain_rate.started,key_explain_rate.started,Explain_Rating.stopped,blank.started,image_blank.started,cross_25.started,cross_25.stopped,image_blank.stopped,blank.stopped,Example_PAL.started,image_ex_scene.started,image_ex_object.started,slider_example.started,text_example.started,key_ex_rate.started,slider_example.stopped,text_example.stopped,key_ex_rate.stopped,Example_PAL.stopped,exemplo_PAL.slider_example.response,exemplo_PAL.slider_example.rt,exemplo_PAL.key_ex_rate.keys,exemplo_PAL.key_ex_rate.rt,exemplo_PAL.key_ex_rate.duration,Start_PAL.started,text_end_ex.started,text_start_PAL.started,key_start_PAL.started,text_end_ex.stopped,Start_PAL.stopped,key_start_PAL.keys,key_start_PAL.rt,key_start_PAL.duration,Encode.started,image_scene_encode.started,image_object_encode.started,text_rating.started,slider_cong.started,key_rate.started,text_rating.stopped,slider_cong.stopped,key_rate.stopped,Encode.stopped,trial_encode.slider_cong.response,trial_encode.slider_cong.rt,trial_encode.key_rate.keys,trial_encode.key_rate.rt,trial_encode.key_rate.duration,image_scene_encode.stopped,image_object_encode.stopped,Pause_1.started,text_pausa1.started,Pause_1.stopped,n_trials_total,n_go,n_nogo,hits,misses,correct_rejections,false_alarms,go_accuracy_percent,nogo_accuracy_percent,mean_rt_go_correct,Go_Nogo_task.started,Go_Nogo_task.stopped,Cog_Oral.started,text_endGo.started,text_call.started,text_endGo.stopped,key_end_cog.started,text_call.stopped,Cog_Oral.stopped,key_end_cog.keys,key_end_cog.rt,key_end_cog.duration,Retomar.started,text_retomar.started,key_resp.started,Retomar.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Explanation_Recall.started,text_explain_recall.started,key_continue.started,Explanation_Recall.stopped,Explain_Old_New.started,text_explain_old_new.started,key_explain_old.started,Explain_Old_New.stopped,key_explain_old.keys,key_explain_old.rt,key_explain_old.duration,Exemplo_old.started,image_exemplo_old_new.started,key_ex_old.started,text_ex_old.started,image_exemplo_old_new.stopped,key_ex_old.stopped,text_ex_old.stopped,Exemplo_old.stopped,trial_ex_old.key_ex_old.keys,trial_ex_old.key_ex_old.rt,trial_ex_old.key_ex_old.duration,Start_Recall.started,text_start_recall.started,key_start_recall.started,Start_Recall.stopped,key_start_recall.keys,key_start_recall.rt,key_start_recall.duration,Old_New_Task.started,image_old_new.started,key_item.started,text_item.started,image_old_new.stopped,key_item.stopped,text_item.stopped,Old_New_Task.stopped,trial_item.key_item.keys,trial_item.key_item.corr,trial_item.key_item.rt,trial_item.key_item.duration,End_Old_New.started,text_end_item.started,key_resp_2.started,End_Old_New.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Explain_2AFC.started,text_explain_2afc.started,key_end_explain_2afc.started,Explain_2AFC.stopped,key_end_explain_2afc.keys,key_end_explain_2afc.rt,key_end_explain_2afc.duration,Exemplo_2AFC.started,image_ex_2AFC.started,image_ex_target.started,image_ex_lure.started,key_ex_2AFC.started,Exemplo_2AFC.stopped,trial_ex_2AFC.key_ex_2AFC.keys,trial_ex_2AFC.key_ex_2AFC.rt,trial_ex_2AFC.key_ex_2AFC.duration,trial_2AFC.started,image_scene_2AFC.started,key_2AFC.started,image_target.started,image_lure.started,trial_2AFC.stopped,trial_asso.key_2AFC.keys,trial_asso.key_2AFC.corr,trial_asso.key_2AFC.rt,trial_asso.key_2AFC.duration,image_scene_2AFC.stopped,key_2AFC.stopped,image_target.stopped,image_lure.stopped,end.started,text_end.started,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
31,,,,,,,,,,,,2.2,0,0,0,,,,,,Scenes_Dataset/balcony.jpg,"(600, 450)",Incongruent,Objects_Dataset/car_key.png,"(300, 125)",old,left,Objects_Dataset/staple_puller_retouched.png,"(400, 400)","(300, 200)","(300, -200)",up,,,,,,,,,,,,,,,,,,,up,1,1.9723011999994924,0.13634350000029372,,,,,,,,,,,,,,,,,,,,,0,0,0,30,2149.4020216,,,,,,,,,,,,,,2149.4003599999996,2149.4020216,2151.6248331999996,2151.8834606,2151.6084714,2151.8582833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2151.8786096000003,2151.8834606,2151.8834606,2151.8834606,2151.8834606,2154.8748607999996,up,1,1.9723011999994924,0.13634350000029372,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
57,,,,,,,,,,,,2.2,1,1,0,,,,,,Scenes_Dataset/road_A.jpg,"(600, 450)",Incongruent,Objects_Dataset/wine_cork.png,"(250, 163)",old,left,Objects_Dataset/locker.png,"(264, 400)","(300, 200)","(300, -200)",up,,,,,,,,,,,,,,,,,,,up,1,1.211938200000077,0.15165059999981167,,,,,,,,,,,,,,,,,,,,,0,1,1,56,2154.8912839000004,,,,,,,,,,,,,,2154.8754738,2154.8912839000004,2157.1098854,2157.3799748,2157.0915715,2157.3587305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2157.3766351000004,2157.3799748,2157.3799748,2157.3799748,2157.3799748,2160.3751900999996,up,1,1.211938200000077,0.15165059999981167,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
10,,,,,,,,,,,,2.45,2,2,0,,,,,,Scenes_Dataset/toy_store_B.jpg,"(600, 415)",Congruent,Objects_Dataset/doll.png,"(191, 300)",old,left,Objects_Dataset/abacus.png,"(185, 200)","(300, -200)","(300, 200)",down,,,,,,,,,,,,,,,,,,,down,1,1.6830390999994052,0.14405560000068363,,,,,,,,,,,,,,,,,,,,,0,2,2,9,2160.3915018999996,,,,,,,,,,,,,,2160.3759763,2160.3915018999996,2162.6081722999998,2162.8685621000004,2162.8414700000003,2162.8419501999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2162.8661286999995,2162.8685621000004,2162.8685621000004,2162.8685621000004,2162.8685621000004,2165.8585928,down,1,1.6830390999994052,0.14405560000068363,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
56,,,,,,,,,,,,2.15,3,3,0,,,,,,Scenes_Dataset/fountain_A.jpg,"(600, 443)",Incongruent,Objects_Dataset/plasticine.png,"(250, 167)",old,left,Objects_Dataset/hands_dryer.png,"(350, 267)","(300, 200)","(300, -200)",up,,,,,,,,,,,,,,,,,,,up,1,1.5884010999998281,0.12018170000010286,,,,,,,,,,,,,,,,,,,,,0,3,3,55,2165.8747387000003,,,,,,,,,,,,,,2165.8592246,2165.8747387000003,2168.0916061999997,2168.3552849,2168.0262435000004,2168.3265789999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2168.3515466999997,2168.3552849,2168.3552849,2168.3552849,2168.3552849,2171.3418889000004,up,1,1.5884010999998281,0.12018170000010286,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
44,,,,,,,,,,,,2.85,4,4,0,,,,,,Scenes_Dataset/boat_interior_A.jpg,"(600, 400)",Incongruent,Objects_Dataset/scooter_retouched.png,"(311, 350)",old,left,Objects_Dataset/car_mat.png,"(230, 258)","(300, 200)","(300, -200)",up,,,,,,,,,,,,,,,,,,,up,1,1.337649699999929,0.14357010000003356,,,,,,,,,,,,,,,,,,,,,0,4,4,43,2171.3581211,,,,,,,,,,,,,,2171.3424944,2171.3581211,2173.5914810000004,2173.8439442999997,2174.2224945,2174.1920458000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2174.2191937,2174.2224945,2174.2224945,2174.2224945,2174.2224945,2177.208399,up,1,1.337649699999929,0.14357010000003356,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
50,,,,,,,,,,,,3.15,5,5,0,,,,,,Scenes_Dataset/playground_A.jpg,"(600, 337)",Incongruent,Objects_Dataset/water_dispenser.png,"(300, 300)",old,left,Objects_Dataset/wine_cork.png,"(250, 163)","(300, 200)","(300, -200)",up,,,,,,,,,,,,,,,,,,,up,1,1.4580910000004224,0.14391520000026503,,,,,,,,,,,,,,,,,,,,,0,5,5,49,2177.2247644,,,,,,,,,,,,,,2177.2090006,2177.2247644,2179.4415904999996,2179.6915264,2180.3815195999996,2180.3588028000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2180.3793411999995,2180.3815195999996,2180.3815195999996,2180.3815195999996,2180.3815195999996,2183.3751537,up,1,1.4580910000004224,0.14391520000026503,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
7,,,,,,,,,,,,2.3,6,6,0,,,,,,Scenes_Dataset/snow_B.jpg,"(600, 450)",Congruent,Objects_Dataset/wool_cap.png,"(250, 250)",old,left,Objects_Dataset/eskimo_coat.png,"(300, 300)","(300, -200)","(300, 200)",down,,,,,,,,,,,,,,,,,,,down,1,0.958224799999698,0.16783500000019558,,,,,,,,,,,,,,,,,,,,,0,6,6,6,2183.3915214,,,,,,,,,,,,,,2183.3757543,2183.3915214,2185.6083808000003,2185.8735008000003,2185.6917159000004,2185.8424207999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2185.8702412000002,2185.8735008000003,2185.8735008000003,2185.8735008000003,2185.8735008000003,2188.8591555000003,down,1,0.958224799999698,0.16783500000019558,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
19,,,,,,,,,,,,2.9,7,7,0,,,,,,Scenes_Dataset/island_A.jpg,"(600, 420)",Congruent,Objects_Dataset/message_bottle.png,"(284, 177)",old,left,Objects_Dataset/kayak.png,"(450, 338)","(300, -200)","(300, 200)",down,,,,,,,,,,,,,,,,,,,down,1,1.1984786000002714,0.1518421999999191,,,,,,,,,,,,,,,,,,,,,0,7,7,18,2188.8751347999996,,,,,,,,,,,,,,2188.8599419,2188.8751347999996,2191.0916888,2191.3417523,2191.7932717000003,2191.7590303999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2191.7891972999996,2191.7932717000003,2191.7932717000003,2191.7932717000003,2191.7932717000003,2194.7767561,down,1,1.1984786000002714,0.1518421999999191,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
26,,,,,,,,,,,,3.25,8,8,0,,,,,,Scenes_Dataset/hospital_room_B.jpg,"(600, 400)",Congruent,Objects_Dataset/saline_retouched.png,"(300, 225)",old,left,Objects_Dataset/pills.png,"(216, 250)","(300, -200)","(300, 200)",down,,,,,,,,,,,,,,,,,,,down,1,1.587551199999325,0.1439540000001216,,,,,,,,,,,,,,,,,,,,,0,8,8,25,2194.7918857000004,,,,,,,,,,,,,,2194.7774891,2194.7918857000004,2197.0085987,2197.2586565,2198.0520690000003,2198.0258445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2198.0491585,2198.0520690000003,2198.0520690000003,2198.0520690000003,2198.0520690000003,2201.0423107999995,down,1,1.587551199999325,0.1439540000001216,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
5,,,,,,,,,,,,2.2,9,9,0,,,,,,Scenes_Dataset/movie_theater_A.jpg,"(600, 364)",Congruent,Objects_Dataset/3d_glasses_retouched.png,"(300, 300)",old,left,Objects_Dataset/movie_reels.png,"(350, 268)","(300, -200)","(300, 200)",down,,,,,,,,,,,,,,,,,,,down,1,0.9349385000004986,0.15992519999963406,,,,,,,,,,,,,,,,,,,,,0,9,9,4,2201.058733,,,,,,,,,,,,,,2201.0430361999997,2201.058733,2203.2753847000004,2203.5288227,2203.258779,2203.509158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2203.5260944,2203.5288227,2203.5288227,2203.5288227,2203.5288227,2206.5256343,down,1,0.9349385000004986,0.15992519999963406,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
6,,,,,,,,,,,,2.25,10,10,0,,,,,,Scenes_Dataset/stationary_store_A.jpg,"(600, 370)",Congruent,Objects_Dataset/stapler.png,"(250, 178)",old,left,Objects_Dataset/envelope_retouched.png,"(250, 211)","(300, -200)","(300, 200)",down,,,,,,,,,,,,,,,,,,,down,1,1.7240006000001813,0.11192380000011326,,,,,,,,,,,,,,,,,,,,,0,10,10,5,2206.5420172000004,,,,,,,,,,,,,,2206.5262728,2206.5420172000004,2208.7587331000004,2209.0118554,2208.7920814999998,2208.9923633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2209.0096067000004,2209.0118554,2209.0118554,2209.0118554,2209.0118554,2212.0092225,down,1,1.7240006000001813,0.11192380000011326,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
25,,,,,,,,,,,,3.2,11,11,0,,,,,,Scenes_Dataset/building_entrance_A.jpg,"(600, 400)",Congruent,Objects_Dataset/envelope_retouched.png,"(250, 211)",old,left,Objects_Dataset/door_mat.png,"(300, 300)","(300, -200)","(300, 200)",down,,,,,,,,,,,,,,,,,,,down,1,1.205246999999872,0.1760177999994994,,,,,,,,,,,,,,,,,,,,,0,11,11,24,2212.0254306999996,,,,,,,,,,,,,,2212.0098411,2212.0254306999996,2214.2421099000003,2214.4922361999998,2215.2344224,2215.2095293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2215.2314236,2215.2344224,2215.2344224,2215.2344224,2215.2344224,2218.2266233,down,1,1.205246999999872,0.1760177999994994,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
27,,,,,,,,,,,,2,12,12,0,,,,,,Scenes_Dataset/toilet_A.jpg,"(600, 450)",Congruent,Objects_Dataset/toothbrush.png,"(300, 215)",old,left,Objects_Dataset/hairdryer_retouched.png,"(250, 241)","(300, -200)","(300, 200)",down,,,,,,,,,,,,,,,,,,,down,1,1.3480086999998093,0.1760242999998809,,,,,,,,,,,,,,,,,,,,,0,12,12,26,2218.2423148,,,,,,,,,,,,,,2218.2271871000003,2218.2423148,2220.4592763,2220.7158455,2220.2428036,2220.6929010000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2220.7129112000002,2220.7158455,2220.7158455,2220.7158455,2220.7158455,2223.7092896000004,down,1,1.3480086999998093,0.1760242999998809,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
45,,,,,,,,,,,,2.9,13,13,0,,,,,,Scenes_Dataset/factory_B.jpg,"(600, 415)",Incongruent,Objects_Dataset/shield.png,"(199, 300)",old,left,Objects_Dataset/trumpet_retouched.png,"(300, 122)","(300, 200)","(300, -200)",up,,,,,,,,,,,,,,,,,,,up,1,1.706751599999734,0.1680263999996896,,,,,,,,,,,,,,,,,,,,,0,13,13,44,2223.7258097000004,,,,,,,,,,,,,,2223.7098882,2223.7258097000004,2225.9425358999997,2226.1925045,2226.6368918,2226.6097233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2226.6334526,2226.6368918,2226.6368918,2226.6368918,2226.6368918,2229.6260153000003,up,1,1.706751599999734,0.1680263999996896,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
14,,,,,,,,,,,,2.65,14,14,0,,,,,,Scenes_Dataset/palace_interior_A.jpg,"(600, 447)",Congruent,Objects_Dataset/chandelier_retouched.png,"(250, 300)",old,left,Objects_Dataset/crown.png,"(300, 249)","(300, -200)","(300, 200)",down,,,,,,,,,,,,,,,,,,,down,1,1.0564244999995935,0.1359904999999344,,,,,,,,,,,,,,,,,,,,,0,14,14,13,2229.6439440000004,,,,,,,,,,,,,,2229.6266380999996,2229.6439440000004,2231.8592326,2232.1090219,2232.3271910000003,2232.2928062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2232.3242200000004,2232.3271910000003,2232.3271910000003,2232.3271910000003,2232.3271910000003,2235.3093231000003,down,1,1.0564244999995935,0.1359904999999344,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
34,,,,,,,,,,,,2.35,15,15,0,,,,,,Scenes_Dataset/flower_shop_A.jpg,"(600, 450)",Incongruent,Objects_Dataset/trumpet_retouched.png,"(300, 122)",old,left,Objects_Dataset/sailor_hat.png,"(300, 250)","(300, 200)","(300, -200)",up,,,,,,,,,,,,,,,,,,,up,1,1.4420440999992934,0.12844900000072812,,,,,,,,,,,,,,,,,,,,,0,15,15,33,2235.3257482999998,,,,,,,,,,,,,,2235.3099472000004,2235.3257482999998,2237.5426074999996,2237.8055356000004,2237.6758435,2237.7761641999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2237.8026507000004,2237.8055356000004,2237.8055356000004,2237.8055356000004,2237.8055356000004,2240.7927534,up,1,1.4420440999992934,0.12844900000072812,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
23,,,,,,,,,,,,3.1,16,16,0,,,,,,Scenes_Dataset/desert_A.jpg,"(600, 375)",Congruent,Objects_Dataset/cactus.png,"(300, 248)",old,left,Objects_Dataset/canteen.png,"(150, 250)","(300, -200)","(300, 200)",down,,,,,,,,,,,,,,,,,,,down,1,1.5453285000003234,0.1439855999997235,,,,,,,,,,,,,,,,,,,,,0,16,16,22,2240.8088390000003,,,,,,,,,,,,,,2240.7935409,2240.8088390000003,2243.0259124000004,2243.2768039000002,2243.9263008999997,2243.8933532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2243.9231978,2243.9263008999997,2243.9263008999997,2243.9263008999997,2243.9263008999997,2246.9096504999998,down,1,1.5453285000003234,0.1439855999997235,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
46,,,,,,,,,,,,2.95,17,17,0,,,,,,Scenes_Dataset/skate_park_A.jpg,"(600, 450)",Incongruent,Objects_Dataset/paddle.png,"(300, 299)",old,left,Objects_Dataset/fan.png,"(350, 350)","(300, 200)","(300, -200)",up,,,,,,,,,,,,,,,,,,,down,0,2.0966324999999415,0.11180580000018381,,,,,,,,,,,,,,,,,,,,,0,17,17,45,2246.9260256,,,,,,,,,,,,,,2246.9102607000004,2246.9260256,2249.1427615000002,2249.3929039000004,2249.8951237,2249.8598136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2249.8919364000003,2249.8951237,2249.8951237,2249.8951237,2249.8951237,2252.8767525000003,down,0,2.0966324999999415,0.11180580000018381,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
16,,,,,,,,,,,,2.75,18,18,0,,,,,,Scenes_Dataset/hair_salon_A.jpg,"(600, 386)",Congruent,Objects_Dataset/hairdryer_retouched.png,"(250, 241)",old,left,Objects_Dataset/comb.png,"(250, 250)","(300, -200)","(300, 200)",down,,,,,,,,,,,,,,,,,,,down,1,2.0459921000001486,0.14402589999917836,,,,,,,,,,,,,,,,,,,,,0,18,18,15,2252.8927967,,,,,,,,,,,,,,2252.877397,2252.8927967,2255.1095422999997,2255.35966,2255.6495949,2255.6265267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2255.6468496999996,2255.6495949,2255.6495949,2255.6495949,2255.6495949,2258.6433693999998,down,1,2.0459921000001486,0.14402589999917836,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
59,,,,,,,,,,,,2.3,19,19,0,,,,,,Scenes_Dataset/golf_course_A.jpg,"(600, 400)",Incongruent,Objects_Dataset/clothesline_retouched_2.png,"(350, 231)",old,left,Objects_Dataset/computer_monitor.png,"(300, 300)","(300, 200)","(300, -200)",up,,,,,,,,,,,,,,,,,,,down,0,1.9805904000004375,0.12797299999965617,,,,,,,,,,,,,,,,,,,,,0,19,19,58,2258.6595415,,,,,,,,,,,,,,2258.6440816000004,2258.6595415,2260.8764445999996,2261.1391206,2260.9597688000003,2261.1127604000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2261.1359504,2261.1391206,2261.1391206,2261.1391206,2261.1391206,2264.1273844999996,down,0,1.9805904000004375,0.12797299999965617,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
21,,,,,,,,,,,,3,20,20,0,,,,,,Scenes_Dataset/pharmacy_A.jpg,"(600, 461)",Congruent,Objects_Dataset/pills.png,"(216, 250)",old,left,Objects_Dataset/thermometer.png,"(300, 199)","(300, -200)","(300, 200)",down,,,,,,,,,,,,,,,,,,,down,1,1.5514665000000605,0.12812680000024557,,,,,,,,,,,,,,,,,,,,,0,20,20,20,2264.1432174,,,,,,,,,,,,,,2264.1279782,2264.1432174,2266.3765756000003,2266.6268517,2267.15218,2267.1271795000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2267.1493123,2267.15218,2267.15218,2267.15218,2267.15218,2270.1299099999997,down,1,1.5514665000000605,0.12812680000024557,,,,,,,,LP2804,001,2026-04-28_11h04.03.029,SEED,2024.2.5,None,2026-04-28 11h07.28.089256 +0100,
