trial,trial_type,stimulus_type,stimulus_description,image_filename,go_type_index,response,rt,correct,timestamp
91,go,Go_stim_3,Barra lateral para a direita,Go_stim_3.png,2.0,space,0.09414749999996275,1,2026-04-28_10h00.17.282
92,go,Go_stim_4,Barra vertical curta,Go_stim_4.png,3.0,space,0.03709400000002461,1,2026-04-28_10h00.18.434
93,go,Go_stim_1,Cruz,Go_stim_1.png,0.0,space,0.0778247000000647,1,2026-04-28_10h00.19.866
94,go,Go_stim_2,Barra lateral para a esquerda,Go_stim_2.png,1.0,space,0.1947172000000137,1,2026-04-28_10h00.21.330
95,go,Go_stim_4,Barra vertical curta,Go_stim_4.png,3.0,space,0.059446600000001126,1,2026-04-28_10h00.22.730
96,go,Go_stim_3,Barra lateral para a direita,Go_stim_3.png,2.0,space,0.20147359999987202,1,2026-04-28_10h00.23.850
97,nogo,NoGo_stim,Barra vertical longa,NoGo_stim.png,,space,0.2171779999998762,0,2026-04-28_10h00.25.274
98,go,Go_stim_4,Barra vertical curta,Go_stim_4.png,3.0,space,0.552048300000024,1,2026-04-28_10h00.26.986
99,nogo,NoGo_stim,Barra vertical longa,NoGo_stim.png,,,,1,2026-04-28_10h00.29.105
100,go,Go_stim_4,Barra vertical curta,Go_stim_4.png,3.0,,,0,2026-04-28_10h00.31.212
