trial,trial_type,stimulus_type,stimulus_description,image_filename,go_type_index,response,rt,correct,timestamp
1,go,Go_stim_1,Cruz,Go_stim_1.png,0.0,space,0.6844113999995898,1,2026-04-28_11h18.29.922
2,go,Go_stim_2,Barra lateral para a esquerda,Go_stim_2.png,1.0,space,0.8893752999993012,1,2026-04-28_11h18.31.929
3,go,Go_stim_3,Barra lateral para a direita,Go_stim_3.png,2.0,space,0.49633390000053623,1,2026-04-28_11h18.33.538
4,go,Go_stim_4,Barra vertical curta,Go_stim_4.png,3.0,space,0.6696379000004526,1,2026-04-28_11h18.35.210
5,go,Go_stim_1,Cruz,Go_stim_1.png,0.0,space,0.6023107000000891,1,2026-04-28_11h18.36.954
6,go,Go_stim_2,Barra lateral para a esquerda,Go_stim_2.png,1.0,space,0.5164698999997199,1,2026-04-28_11h18.38.634
7,go,Go_stim_3,Barra lateral para a direita,Go_stim_3.png,2.0,space,0.4341255999997884,1,2026-04-28_11h18.40.314
8,go,Go_stim_4,Barra vertical curta,Go_stim_4.png,3.0,space,0.5332694999997329,1,2026-04-28_11h18.41.993
9,go,Go_stim_1,Cruz,Go_stim_1.png,0.0,space,0.4481673000000228,1,2026-04-28_11h18.43.618
10,go,Go_stim_2,Barra lateral para a esquerda,Go_stim_2.png,1.0,space,0.5534713999995802,1,2026-04-28_11h18.45.089
11,go,Go_stim_2,Barra lateral para a esquerda,Go_stim_2.png,1.0,space,0.41337620000012976,1,2026-04-28_11h18.46.522
12,go,Go_stim_1,Cruz,Go_stim_1.png,0.0,space,0.5026550000002317,1,2026-04-28_11h18.48.146
13,nogo,NoGo_stim,Barra vertical longa,NoGo_stim.png,,,,1,2026-04-28_11h18.50.292
14,go,Go_stim_4,Barra vertical curta,Go_stim_4.png,3.0,space,0.42185519999929966,1,2026-04-28_11h18.51.722
15,go,Go_stim_3,Barra lateral para a direita,Go_stim_3.png,2.0,space,0.39668189999974857,1,2026-04-28_11h18.53.337
16,nogo,NoGo_stim,Barra vertical longa,NoGo_stim.png,,,,1,2026-04-28_11h18.55.413
