trial,trial_type,stimulus_type,stimulus_description,image_filename,go_type_index,response,rt,correct,timestamp
18,go,Go_stim_3,Barra lateral para a direita,Go_stim_3.png,2.0,space,0.4123776999999791,1,2026-02-11_16h41.20.173
19,go,Go_stim_4,Barra vertical curta,Go_stim_4.png,3.0,space,0.39760979999994106,1,2026-02-11_16h41.21.709
20,go,Go_stim_4,Barra vertical curta,Go_stim_4.png,3.0,space,0.25049430000001394,1,2026-02-11_16h41.23.061
21,go,Go_stim_4,Barra vertical curta,Go_stim_4.png,3.0,space,0.23761179999996784,1,2026-02-11_16h41.24.364
22,go,Go_stim_1,Cruz,Go_stim_1.png,0.0,space,0.3034784999999829,1,2026-02-11_16h41.25.580
23,go,Go_stim_2,Barra lateral para a esquerda,Go_stim_2.png,1.0,,,0,2026-02-11_16h41.27.610
24,nogo,NoGo_stim,Barra vertical longa,NoGo_stim.png,,space,0.2674389000000019,0,2026-02-11_16h41.28.844
25,nogo,NoGo_stim,Barra vertical longa,NoGo_stim.png,,space,0.2530616999999893,0,2026-02-11_16h41.29.996
26,go,Go_stim_4,Barra vertical curta,Go_stim_4.png,3.0,space,0.25486799999998766,1,2026-02-11_16h41.31.165
27,nogo,NoGo_stim,Barra vertical longa,NoGo_stim.png,,space,0.11858649999999216,0,2026-02-11_16h41.32.629
28,go,Go_stim_1,Cruz,Go_stim_1.png,0.0,space,0.19879209999999148,1,2026-02-11_16h41.34.045
29,nogo,NoGo_stim,Barra vertical longa,NoGo_stim.png,,space,0.2194313999999622,0,2026-02-11_16h41.35.397
30,go,Go_stim_2,Barra lateral para a esquerda,Go_stim_2.png,1.0,space,0.2657775999999785,1,2026-02-11_16h41.36.693
31,go,Go_stim_3,Barra lateral para a direita,Go_stim_3.png,2.0,space,0.1961233000000675,1,2026-02-11_16h41.37.956
32,go,Go_stim_1,Cruz,Go_stim_1.png,0.0,space,0.2131642000000511,1,2026-02-11_16h41.39.357
33,go,Go_stim_3,Barra lateral para a direita,Go_stim_3.png,2.0,space,0.23820339999997486,1,2026-02-11_16h41.40.749
34,go,Go_stim_1,Cruz,Go_stim_1.png,0.0,space,0.12967890000004445,1,2026-02-11_16h41.42.157
35,nogo,NoGo_stim,Barra vertical longa,NoGo_stim.png,,space,0.2542889000000059,0,2026-02-11_16h41.43.365
36,go,Go_stim_1,Cruz,Go_stim_1.png,0.0,space,0.5013240999999198,1,2026-02-11_16h41.44.828
37,go,Go_stim_3,Barra lateral para a direita,Go_stim_3.png,2.0,space,0.2787624000000051,1,2026-02-11_16h41.46.373
38,nogo,NoGo_stim,Barra vertical longa,NoGo_stim.png,,space,0.5180372999999463,0,2026-02-11_16h41.48.228
39,nogo,NoGo_stim,Barra vertical longa,NoGo_stim.png,,space,0.4405904999999848,0,2026-02-11_16h41.49.685
40,nogo,NoGo_stim,Barra vertical longa,NoGo_stim.png,,space,0.10512000000005628,0,2026-02-11_16h41.50.949
41,go,Go_stim_1,Cruz,Go_stim_1.png,0.0,space,0.2385681000000659,1,2026-02-11_16h41.52.133
42,go,Go_stim_1,Cruz,Go_stim_1.png,0.0,space,0.27809690000003684,1,2026-02-11_16h41.53.589
43,nogo,NoGo_stim,Barra vertical longa,NoGo_stim.png,,space,0.34410699999989447,0,2026-02-11_16h41.54.804
44,go,Go_stim_1,Cruz,Go_stim_1.png,0.0,space,0.2242309999999179,1,2026-02-11_16h41.56.285
45,go,Go_stim_4,Barra vertical curta,Go_stim_4.png,3.0,space,0.3366878000000497,1,2026-02-11_16h41.57.581
46,go,Go_stim_4,Barra vertical curta,Go_stim_4.png,3.0,space,0.22741440000004332,1,2026-02-11_16h41.59.205
47,go,Go_stim_4,Barra vertical curta,Go_stim_4.png,3.0,space,0.1319323999999824,1,2026-02-11_16h42.00.492
48,go,Go_stim_4,Barra vertical curta,Go_stim_4.png,3.0,space,0.5452602999999954,1,2026-02-11_16h42.02.373
49,go,Go_stim_3,Barra lateral para a direita,Go_stim_3.png,2.0,,,0,2026-02-11_16h42.04.560
50,go,Go_stim_4,Barra vertical curta,Go_stim_4.png,3.0,space,0.46492369999998573,1,2026-02-11_16h42.06.108
51,go,Go_stim_3,Barra lateral para a direita,Go_stim_3.png,2.0,,,0,2026-02-11_16h42.08.477
52,go,Go_stim_4,Barra vertical curta,Go_stim_4.png,3.0,space,0.32702820000008614,1,2026-02-11_16h42.09.805
53,nogo,NoGo_stim,Barra vertical longa,NoGo_stim.png,,,,1,2026-02-11_16h42.11.810
54,go,Go_stim_2,Barra lateral para a esquerda,Go_stim_2.png,1.0,,,0,2026-02-11_16h42.14.060
55,go,Go_stim_3,Barra lateral para a direita,Go_stim_3.png,2.0,,,0,2026-02-11_16h42.16.011
56,nogo,NoGo_stim,Barra vertical longa,NoGo_stim.png,,space,0.025835799999981646,0,2026-02-11_16h42.17.037
57,go,Go_stim_2,Barra lateral para a esquerda,Go_stim_2.png,1.0,space,0.03740010000001348,1,2026-02-11_16h42.18.348
58,go,Go_stim_2,Barra lateral para a esquerda,Go_stim_2.png,1.0,,,0,2026-02-11_16h42.20.460
59,go,Go_stim_1,Cruz,Go_stim_1.png,0.0,space,0.27453989999992245,1,2026-02-11_16h42.21.869
60,go,Go_stim_4,Barra vertical curta,Go_stim_4.png,3.0,,,0,2026-02-11_16h42.23.911
61,go,Go_stim_3,Barra lateral para a direita,Go_stim_3.png,2.0,,,0,2026-02-11_16h42.26.111
